book_ix,book_id,goodreads_book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
3613,6252,29397,345479718,9780345479720.0,Richard K. Morgan,2005.0,Woken Furies,"Woken Furies (Takeshi Kovacs, #3)",eng,4.1,14540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3614,8472,208036,1888009039,9781888009030.0,"Aristotle, Joe Sachs",-330.0,τὰ μετὰ τὰ φυσικά,Metaphysics,,4.0,10112,https://images.gr-assets.com/books/1355049704m/208036.jpg,https://images.gr-assets.com/books/1355049704s/208036.jpg
3615,5908,531262,316926051,9780316926060.0,Evelyn Waugh,1934.0,A Handful of Dust,A Handful of Dust,en-US,3.92,17370,https://images.gr-assets.com/books/1344266314m/531262.jpg,https://images.gr-assets.com/books/1344266314s/531262.jpg
3616,3565,17461,1416927832,9781416927840.0,"Marguerite Henry, Wesley Dennis",1947.0,Misty of Chincoteague,"Misty of Chincoteague (Misty, #1)",eng,4.04,35181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3617,5914,41950,752849522,9780752849520.0,Maeve Binchy,2002.0,Quentins,Quentins,,3.88,18150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3618,5097,41951,451203771,9780451203780.0,Maeve Binchy,2000.0,The Scarlet Feather,Scarlet Feather,eng,3.93,20948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3619,8340,41958,752865366,9780752865360.0,Maeve Binchy,2004.0,Nights of Rain and Stars,Nights of Rain and Stars,en-GB,3.67,12365,https://images.gr-assets.com/books/1355496059m/41958.jpg,https://images.gr-assets.com/books/1355496059s/41958.jpg
3620,1812,13810,553564935,9780553564940.0,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)","Magician: Master (The Riftwar Saga, #2)",en-US,4.25,53878,https://images.gr-assets.com/books/1320457190m/13810.jpg,https://images.gr-assets.com/books/1320457190s/13810.jpg
3621,4993,43908,380720868,9780380720870.0,Raymond E. Feist,1994.0,"Shadow of a Dark Queen (The Serpentwar Saga, #1)","Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3622,1771,337113,140434747,9780140434740.0,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,eng,3.91,59408,https://images.gr-assets.com/books/1479652419m/337113.jpg,https://images.gr-assets.com/books/1479652419s/337113.jpg
3623,3415,595375,374404143,9780374404150.0,Nancy Garden,1982.0,Annie on My Mind,Annie on My Mind,eng,3.97,29278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3624,6876,105986,1841591009,9781841591000.0,P.G. Wodehouse,1938.0,The Code Of The Woosters,"The Code of the Woosters (Jeeves, #7)",eng,4.36,8979,https://images.gr-assets.com/books/1299729089m/105986.jpg,https://images.gr-assets.com/books/1299729089s/105986.jpg
3625,4638,48132,142004413,9780142004420.0,"Gerald Durrell, Helma Lapiņa",1956.0,My Family and Other Animals,"My Family and Other Animals (Corfu Trilogy, #1)",en-US,4.27,20057,https://images.gr-assets.com/books/1327885239m/48132.jpg,https://images.gr-assets.com/books/1327885239s/48132.jpg
3626,9461,65113,61119067,9780061119060.0,"Lemony Snicket, Brett Helquist",2006.0,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),en-GB,4.28,11240,https://images.gr-assets.com/books/1307655939m/65113.jpg,https://images.gr-assets.com/books/1307655939s/65113.jpg
3627,7428,364550,521357306,9780521357300.0,"John Locke, Peter Laslett, Raymond Geuss",1689.0,Two Treatises of Government,Two Treatises of Government,eng,3.81,13056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3628,7840,759960,440975344,9780440975340.0,S.E. Hinton,1975.0,Rumble Fish,Rumble Fish,,3.77,14002,https://images.gr-assets.com/books/1320491172m/759960.jpg,https://images.gr-assets.com/books/1320491172s/759960.jpg
3629,6568,107007,1401201180,9781401201180.0,"Alan Moore, Kevin O'Neill",2003.0,"The League of Extraordinary Gentlemen, Vol. 2","The League of Extraordinary Gentlemen, Vol. 2",eng,3.94,17034,https://images.gr-assets.com/books/1327904678m/107007.jpg,https://images.gr-assets.com/books/1327904678s/107007.jpg
3630,8163,40471,330314920,9780330314920.0,Cormac McCarthy,1968.0,Outer Dark,Outer Dark,,3.88,9172,https://images.gr-assets.com/books/1356452527m/40471.jpg,https://images.gr-assets.com/books/1356452527s/40471.jpg
3631,5763,10577,451197879,9780451197870.0,"Richard Bachman, Stephen King",1981.0,Roadwork,Roadwork,en-US,3.59,18479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3632,2199,89723,374529531,9780374529540.0,Shirley Jackson,1949.0,The Lottery: Adventures of the Demon Lover,The Lottery and Other Stories,en-US,4.06,48608,https://images.gr-assets.com/books/1416448200m/89723.jpg,https://images.gr-assets.com/books/1416448200s/89723.jpg
3633,8167,10878,743250451,9780743250450.0,Hunter S. Thompson,1979.0,The Great Shark Hunt: Strange Tales from a Strange Time,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",en-US,4.07,9953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3634,4205,59151,1590171691,9781590171690.0,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",1941.0,Schachnovelle,Chess Story,eng,4.28,16716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3635,7990,90078,1406790273,9781406790280.0,John Locke,1689.0,An Essay Concerning Human Understanding,An Essay Concerning Human Understanding,,3.82,11456,https://images.gr-assets.com/books/1416179522m/90078.jpg,https://images.gr-assets.com/books/1416179522s/90078.jpg
3636,5507,15752,553582763,9780553582760.0,Dean Koontz,2002.0,By the Light of the Moon,By the Light of the Moon,,3.84,19276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3637,6539,15746,553582755,9780553582760.0,Dean Koontz,2001.0,One Door Away from Heaven,One Door Away from Heaven,en-US,3.95,16299,https://images.gr-assets.com/books/1308459846m/15746.jpg,https://images.gr-assets.com/books/1308459846s/15746.jpg
3638,2705,395922,61020001,9780061020000.0,L.J. Smith,1991.0,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,44222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3639,5322,395851,006102001X,9780061020020.0,L.J. Smith,1991.0,The Struggle,"The Struggle (The Vampire Diaries, #2)",eng,3.5,23840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3640,6658,1169808,61059919,9780061059920.0,L.J. Smith,1991.0,The Fury,"The Fury (The Vampire Diaries, #3)",en-US,3.55,19911,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3641,8465,133767,842332359,9780842332350.0,"Tim LaHaye, Jerry B. Jenkins",2004.0,Glorious Appearing: The End of Days,"Glorious Appearing: The End of Days (Left Behind, #12)",eng,3.96,10474,https://images.gr-assets.com/books/1402100211m/133767.jpg,https://images.gr-assets.com/books/1402100211s/133767.jpg
3642,5616,23966,393318680,9780393318680.0,Irvine Welsh,1998.0,Filth,Filth,eng,3.76,16162,https://images.gr-assets.com/books/1452500604m/23966.jpg,https://images.gr-assets.com/books/1452500604s/23966.jpg
3643,4091,517188,60931736,9780060931740.0,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,3.76,26538,https://images.gr-assets.com/books/1379598918m/517188.jpg,https://images.gr-assets.com/books/1379598918s/517188.jpg
3644,7943,522471,142404241,9780142404250.0,Joan Bauer,2000.0,Hope Was Here,Hope Was Here,eng,4.0,14954,https://images.gr-assets.com/books/1309211597m/522471.jpg,https://images.gr-assets.com/books/1309211597s/522471.jpg
3645,1120,21348,192840509,9780192840510.0,"Aesop, Laura Harris, Laura Gibbs",-560.0,Aesopica,Aesop's Fables,eng,4.05,88508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3646,3111,89187,441009425,9780441009430.0,Alastair Reynolds,2000.0,Revelation Space,Revelation Space,eng,3.97,30332,https://images.gr-assets.com/books/1405532042m/89187.jpg,https://images.gr-assets.com/books/1405532042s/89187.jpg
3647,7128,89185,441010644,9780441010650.0,Alastair Reynolds,2001.0,Chasm City,Chasm City,eng,4.12,13802,https://images.gr-assets.com/books/1309203334m/89185.jpg,https://images.gr-assets.com/books/1309203334s/89185.jpg
3648,7766,89184,441012914,9780441012920.0,Alastair Reynolds,2003.0,Absolution Gap,Absolution Gap,en-GB,4.01,12105,https://images.gr-assets.com/books/1309210984m/89184.jpg,https://images.gr-assets.com/books/1309210984s/89184.jpg
3649,9499,89186,441014011,9780441014020.0,Alastair Reynolds,2005.0,Pushing Ice,Pushing Ice,,4.02,9365,https://images.gr-assets.com/books/1309197028m/89186.jpg,https://images.gr-assets.com/books/1309197028s/89186.jpg
3650,5714,89190,044101173X,9780441011740.0,Alastair Reynolds,2003.0,Redemption Ark,Redemption Ark,eng,4.13,16484,https://images.gr-assets.com/books/1309206851m/89190.jpg,https://images.gr-assets.com/books/1309206851s/89190.jpg
3651,624,140075,441014941,9780441014940.0,Charlaine Harris,2007.0,All Together Dead,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,162689,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg
3652,1304,99383,451459873,9780451459880.0,Jim Butcher,2004.0,Blood Rites,"Blood Rites (The Dresden Files, #6)",eng,4.33,79627,https://images.gr-assets.com/books/1345557965m/99383.jpg,https://images.gr-assets.com/books/1345557965s/99383.jpg
3653,8159,103111,785122133,9780785122140.0,"Chris Claremont, John Byrne",1983.0,,X-Men: The Dark Phoenix Saga,eng,4.26,11113,https://images.gr-assets.com/books/1409504820m/103111.jpg,https://images.gr-assets.com/books/1409504820s/103111.jpg
3654,753,29800,1932664084,9781932664090.0,Bryan Lee O'Malley,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life","Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3655,2110,29801,1932664122,9781932664130.0,Bryan Lee O'Malley,2005.0,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World","Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",,4.24,47154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3656,6369,61926,345419359,9780345419350.0,Anne McCaffrey,1991.0,All the Weyrs of Pern,"All the Weyrs of Pern (Pern, #11)",eng,4.15,18265,https://images.gr-assets.com/books/1322034004m/61926.jpg,https://images.gr-assets.com/books/1322034004s/61926.jpg
3657,9577,96463,552139130,9780552139140.0,Anne McCaffrey,1993.0,The Chronicles of Pern: First Fall,"The Chronicles of Pern: First Fall (Pern, #12)",eng,4.02,11762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3658,5415,61942,785729194,9780785729200.0,Anne McCaffrey,1968.0,The Dragonriders of Pern,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",,4.22,18896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3659,9481,127567,345419383,9780345419380.0,Anne McCaffrey,1994.0,The Dolphins of Pern,"The Dolphins of Pern (Pern, #13)",eng,3.94,12938,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3660,9868,61938,517086034,9780517086030.0,Anne McCaffrey,1990.0,,"The Rowan (The Tower and the Hive, #1)",eng,4.02,12760,https://images.gr-assets.com/books/1358551536m/61938.jpg,https://images.gr-assets.com/books/1358551536s/61938.jpg
3661,9433,61974,345419588,9780345419580.0,Anne McCaffrey,1986.0,"Nerilka's Story (Pern: Dragonriders of Pern, #5)","Nerilka's Story (Pern, #8)",eng,3.78,12936,https://images.gr-assets.com/books/1296104206m/61974.jpg,https://images.gr-assets.com/books/1296104206s/61974.jpg
3662,5049,28553,689860064,9780689860060.0,Anne McCaffrey,1979.0,"Dragondrums (Pern: Harper Hall, #3)","Dragondrums (Harper Hall, #3)",eng,4.04,25473,https://images.gr-assets.com/books/1410942131m/28553.jpg,https://images.gr-assets.com/books/1410942131s/28553.jpg
3663,735,96358,930289455,9780930289450.0,"Alan Moore, Brian Bolland, Tim Sale",1988.0,Batman: The Killing Joke ,Batman: The Killing Joke,eng,4.36,113855,https://images.gr-assets.com/books/1346331835m/96358.jpg,https://images.gr-assets.com/books/1346331835s/96358.jpg
3664,7838,122649,140621733,9780141197940.0,Oscar Wilde,1893.0,Lady Windermere's Fan,Lady Windermere's Fan,eng,3.9,13408,https://images.gr-assets.com/books/1336666367m/122649.jpg,https://images.gr-assets.com/books/1336666367s/122649.jpg
3665,3252,24580,451528646,9780451528640.0,Mark Twain,1876.0,Tom Sawyer & Huckleberry Finn,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,en-US,4.07,30228,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3666,1666,42038,1903436575,9781903436580.0,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3667,3358,841628,330316117,9780330316120.0,Douglas Adams,1986.0,"The Hitchhiker's Guide to the Galaxy: The Trilogy of Four (Hitchhiker's Guide, #1-4)",The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,eng,4.51,27855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3668,7063,1398034,9799731232,9789799731230.0,Pramoedya Ananta Toer,1975.0,Bumi Manusia,Bumi Manusia,ind,4.37,8574,https://images.gr-assets.com/books/1464891625m/1398034.jpg,https://images.gr-assets.com/books/1464891625s/1398034.jpg
3669,4064,23529,861661419,9780861661410.0,"Alan Moore, Eddie Campbell, Pete Mullins",1999.0,From Hell,From Hell,eng,4.16,23971,https://images.gr-assets.com/books/1327894621m/23529.jpg,https://images.gr-assets.com/books/1327894621s/23529.jpg
3670,3886,18553,044022912X,9780440229120.0,Theodore Taylor,1969.0,The Cay,"The Cay (The Cay, #1)",en-US,3.74,25832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3671,2474,1303,140280197,9780140280200.0,"Robert Greene, Joost Elffers",1988.0,The 48 Laws of Power,The 48 Laws of Power,,4.18,37613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3672,3149,196613,762424931,9780762424930.0,"Rory Freedman, Kim Barnouin",2005.0,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Skinny Bitch,en-US,3.34,26665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3673,7236,7926,385732953,9780385732960.0,Sydney Taylor,1951.0,All-of-a-Kind Family,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",eng,4.23,18383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3674,4936,107195,1590521358,9781590521360.0,Joshua Harris,1996.0,I Kissed Dating Goodbye: New Attitude Toward Romance and Relationship,I Kissed Dating Goodbye,,3.61,17121,https://images.gr-assets.com/books/1320506446m/107195.jpg,https://images.gr-assets.com/books/1320506446s/107195.jpg
3675,3493,34452,446520594,9780446520590.0,Brian L. Weiss,1988.0,"Many Lives, Many Masters","Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",eng,4.17,18956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3676,4435,51799,140449302,9780140449300.0,"Giovanni Boccaccio, G.H. McWilliam",1353.0,Il decamerone,The Decameron,eng,3.86,22800,https://images.gr-assets.com/books/1472027832m/51799.jpg,https://images.gr-assets.com/books/1472027832s/51799.jpg
3677,3929,365990,394574753,9780394574750.0,Cormac McCarthy,1994.0,The Crossing ,"The Crossing (The Border Trilogy, #2)",eng,4.11,21586,https://images.gr-assets.com/books/1327197531m/365990.jpg,https://images.gr-assets.com/books/1327197531s/365990.jpg
3678,5369,612188,679723951,9780679723950.0,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961.0,"Erinnerungen, Träume, Gedanken von C.G. Jung","Memories, Dreams, Reflections",eng,4.19,16810,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
